tmax,tmin,rain,tmax_tomorrow
67,57,0,72
72,57,0,73
73,57,0,72
72,57,0,69
69,55,0,75
75,55,0,75
75,54,0,86
86,58,0,84
84,64,0,77
77,60,0,72
72,59,0,68
68,58,0,67
67,56,0,66
66,56,0,66
66,57,0,72
72,56,0,71
71,56,0,68
68,57,0,70
70,58,0,73
73,59,0,76
76,58,0,67
67,56,0,72
72,56,0,72
72,57,0,70
70,58,0,70
70,58,0,70
70,58,0,68
68,57,0,72
72,56,0,64
64,56,0,65
65,56,0,66
66,55,0,68
68,52,0,73
73,53,0,78
78,57,0,83
83,54,0,77
77,56,0,74
74,56,0,71
71,55,0,71
71,56,0,68
68,56,0,63
63,55,0,61
61,57,0,60
60,56,0,62
62,57,0,65
65,57,0,67
67,56,0,66
66,54,0,68
68,56,0,71
71,56,0,80
80,53,0,80
80,58,0,69
69,55,0,69
69,56,0,75
75,58,0,80
80,57,0,94
94,57,0,72
72,55,0,71
71,58,0,71
71,58,0,65
65,55,0,65
65,55,0,70
70,54,0,68
68,55,0,66
66,57,0,69
69,56,0,68
68,58,0,66
66,57,0,70
70,57,0,69
69,56,0,72
72,58,0,67
67,61,0,71
71,60,0,70
70,57,0,74
74,57,0,81
81,57,0,77
77,57,0,75
75,63,0.01,72
72,60,0,71
71,58,0,73
73,54,0,78
78,53,0,68
68,54,0.01,72
72,61,0,68
68,61,0,70
70,59,0,75
75,56,0,81
81,62,0,82
82,54,0,79
79,55,0,81
81,55,0,87
87,56,0,84
84,61,0,83
83,57,0,70
70,58,0,70
70,56,0,77
77,48,0,70
70,50,0,67
67,61,0,70
70,61,0,70
70,56,0,70
70,58,0,69
69,60,0.36,65
65,58,0.09,66
66,51,0,63
63,55,0.14,63
63,53,0.13,66
66,51,0,67
67,48,0,67
67,48,0,63
63,49,0,66
66,49,0,70
70,48,0,63
63,54,0.38,64
64,49,0,64
64,45,0,64
64,54,0,70
70,49,0,70
70,56,0,73
73,56,0,61
61,56,0,59
59,56,0,59
59,55,0,62
62,56,0.03,63
63,55,0.13,63
63,47,0,67
67,51,0,63
63,55,0.09,61
61,46,0,61
61,45,0,65
65,43,0.01,67
67,48,0,63
63,43,0,61
61,45,0,66
66,42,0,65
65,44,0,61
61,44,0,60
60,47,0,58
58,53,0.66,62
62,56,0.39,62
62,51,0,61
61,48,0,62
62,50,0,60
60,47,0,61
61,48,0,54
54,46,0,54
54,43,0,55
55,50,0.01,59
59,51,0,60
60,46,0,57
57,50,0.02,58
58,48,0,59
59,48,0,63
63,46,0,58
58,41,0,58
58,39,0,55
55,45,0,59
59,42,0,58
58,44,0,58
58,38,0,55
55,39,0,56
56,36,0,57
57,40,0,56
56,52,0.79,57
57,45,0.06,58
58,43,0,56
56,43,0,62
62,44,0,53
53,37,0,57
57,43,0,55
55,38,0,60
60,46,0.06,57
57,42,0.01,57
57,52,0.71,58
58,52,0.16,57
57,50,0.35,54
54,43,0,60
60,47,0,58
58,45,0,59
59,40,0,59
59,47,0,63
63,47,0,57
57,41,0,58
58,39,0,61
61,42,0,60
60,43,0,55
55,40,0,58
58,40,0,63
63,38,0,58
58,43,0,63
63,40,0,63
63,43,0,59
59,41,0,55
55,45,0.01,56
56,36,0,53
53,35,0.03,52
52,37,0,50
50,32,0,52
52,42,0.63,55
55,48,0.08,55
55,47,0.45,56
56,45,0.15,54
54,48,0.15,58
58,48,0.02,57
57,49,0.09,60
60,52,0.14,62
62,55,0.44,60
60,51,0.28,58
58,48,0.06,58
58,47,0,57
57,49,0.63,59
59,49,0.38,62
62,45,0,56
56,42,0,57
57,44,0,56
56,39,0,55
55,40,0.02,56
56,49,0.35,55
55,45,0,61
61,41,0,61
61,43,0,63
63,38,0,63
63,41,0,58
58,44,0,55
55,46,0,65
65,48,0,67
67,49,0,59
59,51,0.03,62
62,51,0.02,70
70,45,0,60
60,50,0.04,59
59,52,0.2,63
63,51,0.03,62
62,56,0.6,60
60,48,0.5,56
56,50,0.08,53
53,46,0.49,60
60,46,0,58
58,47,0,53
53,40,1.07,56
56,42,0,55
55,48,0.37,56
56,47,0.03,60
60,47,0,62
62,52,0,59
59,49,0.01,57
57,42,0,54
54,46,0.95,56
56,47,0.1,59
59,50,0.13,61
61,52,0.35,62
62,50,0.08,62
62,46,0,62
62,43,0,60
60,45,0,69
69,42,0,62
62,44,0,61
61,47,0,60
60,46,0,57
57,48,0,56
56,49,0.17,52
52,44,0.96,51
51,44,0.15,55
55,44,0.07,52
52,44,0.22,54
54,45,0,59
59,42,0,56
56,49,0,61
61,46,0,65
65,47,0,58
58,50,0,54
54,47,0.06,56
56,44,0.01,57
57,45,0,58
58,40,0,58
58,50,0,61
61,51,0,69
69,47,0,58
58,50,0,56
56,50,0,61
61,49,0.01,59
59,51,0.06,57
57,47,0.07,60
60,43,0,62
62,50,0,66
66,46,0,67
67,50,0,61
61,51,0,57
57,50,0,59
59,49,0,58
58,50,0,59
59,47,0,62
62,43,0,64
64,50,0,63
63,50,0,61
61,51,0,61
61,50,0,66
66,51,0,68
68,52,0,76
76,54,0,66
66,55,0,61
61,54,0,63
63,54,0,63
63,50,0,75
75,51,0,68
68,52,0,66
66,53,0,74
74,50,0,73
73,52,0,67
67,51,0,67
67,53,0,79
79,54,0,81
81,55,0,71
71,55,0,76
76,54,0,96
96,57,0,98
98,59,0,77
77,55,0,69
69,56,0,67
67,56,0,60
60,54,0,75
75,54,0,77
77,57,0,67
67,57,0,68
68,55,0,69
69,55,0,78
78,55,0,79
79,56,0,71
71,56,0,68
68,55,0,70
70,55,0,70
70,55,0,71
71,58,0,68
68,55,0,61
61,54,0,64
64,55,0,66
66,52,0,59
59,53,0.01,67
67,53,0,63
63,53,0,65
65,53,0,63
63,52,0,62
62,54,0.07,69
69,51,0,68
68,52,0,71
71,54,0,71
71,55,0,66
66,53,0,62
62,52,0,64
64,54,0,62
62,54,0,63
63,53,0,67
67,57,0,73
73,52,0,71
71,57,0,66
66,56,0,63
63,55,0,61
61,54,0,62
62,54,0,61
61,53,0,65
65,54,0,70
70,55,0,65
65,57,0,63
63,58,0.13,73
73,56,0,65
65,57,0,63
63,57,0,67
67,58,0,66
66,58,0,69
69,57,0,79
79,56,0,73
73,56,0,74
74,57,0,88
88,58,0,76
76,58,0,68
68,57,0,68
68,58,0,68
68,56,0,72
72,55,0,80
80,55,0,84
84,59,0,82
82,59,0,74
74,57,0,68
68,56,0,67
67,55,0,65
65,56,0,78
78,52,0,87
87,58,0,67
67,55,0,71
71,56,0,68
68,56,0,68
68,57,0,64
64,57,0,65
65,56,0,66
66,56,0,65
65,55,0,67
67,57,0,63
63,59,0.1,67
67,57,0,73
73,56,0,72
72,55,0,73
73,57,0,74
74,53,0,70
70,59,0,66
66,57,0,67
67,57,0,68
68,59,0,72
72,60,0,72
72,56,0,73
73,59,0,69
69,57,0,72
72,56,0,82
82,54,0,83
83,57,0,79
79,58,0,71
71,57,0,63
63,56,0,62
62,55,0,62
62,56,0,68
68,57,0,68
68,58,0,64
64,57,0,63
63,56,0,64
64,58,0,67
67,58,0,69
69,57,0,68
68,56,0,66
66,56,0,65
65,56,0,66
66,58,0,67
67,56,0,64
64,56,0,66
66,56,0,75
75,53,0,86
86,57,0,84
84,54,0,67
67,51,0,63
63,54,0,62
62,53,0,67
67,53,0,65
65,53,0,63
63,56,0,67
67,58,0,70
70,53,0,77
77,52,0,69
69,53,0,65
65,56,0.04,63
63,53,0,66
66,52,0,64
64,55,0.72,65
65,54,1.16,64
64,54,0,62
62,55,0,65
65,55,0,68
68,53,0,71
71,49,0,75
75,53,0,61
61,51,0,67
67,58,0,75
75,52,0,79
79,54,0,64
64,55,0,65
65,52,0,68
68,48,0,63
63,46,0,60
60,48,0.27,59
59,54,0.92,60
60,49,0,61
61,45,0,65
65,47,1.11,60
60,52,0.18,65
65,46,0,62
62,46,0,65
65,48,0,66
66,48,0,68
68,48,0,60
60,52,0.01,60
60,47,0,60
60,53,0.01,59
59,47,0,58
58,42,0.2,58
58,47,0.02,59
59,43,0,60
60,45,0,65
65,46,0,61
61,48,0,60
60,50,0.2,58
58,47,0.04,60
60,42,0,57
57,40,0,53
53,41,0,59
59,45,0.01,57
57,38,0,57
57,37,0,61
61,42,0,71
71,44,0,76
76,43,0,57
57,42,0,55
55,46,0,54
54,42,0,53
53,37,0,55
55,43,0,56
56,43,0,61
61,45,0,54
54,41,0,59
59,45,0,57
57,52,0,59
59,43,0,69
69,42,0,58
58,45,0,57
57,38,0,51
51,48,0,52
52,47,0.07,56
56,44,0.01,56
56,42,0,56
56,40,0,56
56,33,0,58
58,36,0,56
56,40,0,55
55,36,0,53
53,36,0,52
52,37,0,54
54,40,0.2,56
56,44,0,54
54,39,0,57
57,41,0,49
49,44,0,51
51,43,0,55
55,49,0,65
65,42,0,63
63,49,0,56
56,44,0,53
53,40,0,54
54,36,0,50
50,32,0,46
46,31,0,52
52,35,0,54
54,42,0.02,54
54,32,0,51
51,36,0,52
52,38,0,52
52,44,0.27,47
47,36,0,48
48,39,0,55
55,43,0,51
51,42,0,54
54,40,0,68
68,43,0,57
57,40,0,58
58,42,0,58
58,39,0,68
68,50,0,62
62,43,0,64
64,38,0,60
60,38,0,54
54,37,0,54
54,43,0,58
58,37,0,57
57,36,0,59
59,35,0,61
61,36,0,59
59,41,0,67
67,42,0,63
63,42,0,63
63,46,0,66
66,44,0,54
54,45,0,53
53,39,0.31,41
41,32,0.03,52
52,37,0.01,59
59,37,0,54
54,44,0.15,56
56,44,0,60
60,40,0,61
61,38,0,57
57,43,0,55
55,49,0.2,55
55,48,0.07,55
55,48,0.02,54
54,47,0.03,55
55,50,0,55
55,50,0.03,55
55,44,0.09,57
57,37,0,63
63,41,0,62
62,44,0,58
58,45,0,57
57,50,0,60
60,48,0,63
63,48,0,62
62,52,0,60
60,51,0,56
56,47,1.06,51
51,42,0.08,47
47,39,0.74,54
54,36,0,57
57,39,0,58
58,38,0,57
57,39,0,55
55,48,0,55
55,48,0,56
56,45,0,53
53,49,0,60
60,47,0,67
67,44,0,58
58,45,0,60
60,48,0,66
66,47,0,72
72,52,0,63
63,51,0,57
57,49,0.13,57
57,44,0,61
61,44,0,66
66,44,0,61
61,48,0,58
58,47,0,60
60,46,0,59
59,42,0,62
62,42,0,57
57,43,0,58
58,49,0,64
64,43,0,68
68,45,0,55
55,44,0.01,58
58,39,0,62
62,41,0,54
54,48,0.04,57
57,48,0,57
57,51,0,59
59,51,0.01,67
67,50,0.46,59
59,49,0.13,62
62,45,0,55
55,50,0.23,59
59,44,0.08,59
59,49,0,59
59,46,0,63
63,47,0,59
59,47,0,60
60,43,0,60
60,44,0.05,63
63,50,0,70
70,46,0,69
69,50,0,60
60,47,0,59
59,51,0,64
64,50,0,66
66,52,0,65
65,47,0,71
71,51,0,66
66,49,0,61
61,51,0,63
63,45,0,75
75,47,0,67
67,52,0,65
65,50,0,61
61,50,0,59
59,52,0,62
62,51,0,79
79,51,0,71
71,52,0,64
64,52,0,64
64,52,0,61
61,51,0,76
76,53,0,93
93,56,0,86
86,56,0,65
65,54,0,83
83,54,0,59
59,51,0,62
62,50,0,58
58,50,0,64
64,50,0,68
68,48,0,66
66,52,0,64
64,50,0,60
60,52,0,62
62,52,0,68
68,52,0,80
80,52,0,63
63,52,0,64
64,48,0,62
62,49,0,64
64,55,0,65
65,54,0,68
68,52,0,62
62,51,0,64
64,50,0,67
67,50,0,60
60,51,0,60
60,51,0,60
60,52,0,63
63,51,0,64
64,53,0.06,60
60,54,0.05,66
66,53,0,65
65,54,0,71
71,52,0,88
88,53,0,89
89,57,0,70
70,57,0,72
72,54,0,67
67,57,0,65
65,56,0,64
64,55,0,63
63,55,0,72
72,52,0,87
87,56,0,92
92,61,0,90
90,62,0,88
88,59,0,92
92,60,0,92
92,60,0,69
69,57,0,68
68,56,0,70
70,54,0,68
68,55,0,65
65,55,0,69
69,56,0,74
74,56,0,75
75,57,0,68
68,56,0,72
72,59,0,69
69,58,0,71
71,56,0,69
69,58,0,76
76,58,0,72
72,56,0,72
72,58,0,68
68,59,0,71
71,59,0,69
69,58,0,64
64,56,0,64
64,56,0,68
68,57,0,66
66,55,0,76
76,55,0,69
69,58,0,72
72,58,0,71
71,57,0,70
70,56,0,70
70,57,0,67
67,58,0,69
69,58,0,71
71,61,0,68
68,61,0,71
71,61,0,70
70,61,0,71
71,60,0,72
72,61,0,68
68,60,0,68
68,60,0,70
70,59,0,71
71,58,0,69
69,58,0,71
71,58,0,65
65,57,0,64
64,56,0,67
67,58,0,66
66,59,0.15,69
69,58,0.28,72
72,57,0,72
72,58,0.11,67
67,59,0.18,73
73,62,0.01,76
76,60,0,74
74,61,0,74
74,62,0.01,74
74,60,0,71
71,58,0,72
72,60,0,75
75,57,0,81
81,59,0,77
77,57,0,74
74,55,0,76
76,56,0,74
74,54,0,68
68,56,0,72
72,55,0,66
66,56,0,67
67,57,0,66
66,57,0,67
67,57,0,84
84,55,0,93
93,59,0,89
89,62,0,73
73,60,0,68
68,57,0,69
69,59,0,72
72,56,0,71
71,57,0,67
67,57,0,68
68,58,0,71
71,58,0,69
69,57,0,61
61,56,0,66
66,58,0,69
69,57,0,66
66,56,0,73
73,52,0,66
66,57,0,68
68,59,0,68
68,62,0,72
72,63,0.1,67
67,61,0.32,73
73,61,0,71
71,60,0.1,67
67,60,0.42,66
66,60,0,72
72,56,0,76
76,53,0,81
81,56,0,84
84,62,0,73
73,59,0,76
76,57,0,71
71,56,0,66
66,58,0,75
75,60,0,82
82,56,0,88
88,57,0,69
69,53,0,69
69,55,0,76
76,57,0,77
77,53,0,67
67,53,0,69
69,57,0,76
76,52,0,67
67,55,0,64
64,55,0,65
65,53,0,65
65,57,0,68
68,52,0,79
79,49,0,72
72,55,0,65
65,47,0,63
63,50,0,62
62,52,0,67
67,52,0,66
66,50,0,73
73,48,0,72
72,52,0,74
74,47,0,73
73,51,0,78
78,50,0,67
67,50,0,70
70,49,0,73
73,51,0,68
68,59,0,62
62,55,0.43,63
63,54,0,62
62,54,0.19,64
64,57,0.28,63
63,56,0,70
70,56,0,69
69,53,0,70
70,53,0,69
69,53,0,60
60,51,0,62
62,52,0,65
65,50,0,65
65,50,0,61
61,47,0,57
57,46,0,62
62,44,0,59
59,43,0,61
61,40,0,58
58,39,0,57
57,38,0,64
64,37,0,59
59,40,0,60
60,39,0,54
54,45,0,64
64,41,0,59
59,44,0,59
59,43,0,57
57,40,0,65
65,45,0,67
67,43,0,58
58,39,0,57
57,38,0,57
57,38,0,60
60,37,0,64
64,35,0,58
58,42,0,58
58,36,0,62
62,41,0,61
61,38,0,57
57,40,0,57
57,37,0,56
56,44,0,58
58,45,0,57
57,36,0,55
55,41,0,57
57,37,0,59
59,34,0,56
56,33,0,59
59,37,0.5,54
54,49,1.2,63
63,46,0,54
54,46,0.09,59
59,48,0.6,57
57,46,0.18,56
56,40,0,54
54,43,0,58
58,44,0,61
61,35,0,57
57,42,0,57
57,39,0,61
61,43,0,55
55,41,0,53
53,43,0.17,51
51,35,0,55
55,42,0,50
50,40,0,52
52,37,0,54
54,37,0,52
52,35,0,54
54,39,0,59
59,44,0,60
60,48,0.02,59
59,49,0,65
65,45,0,66
66,44,0,64
64,44,0,59
59,45,0,58
58,45,0,57
57,41,0,54
54,40,0,52
52,40,0,57
57,43,0,58
58,43,0,55
55,42,0,57
57,43,0,58
58,43,0,60
60,44,0,57
57,48,0,61
61,44,0,57
57,52,0.28,58
58,46,0,60
60,48,0,67
67,49,0,64
64,49,0.01,67
67,47,0,70
70,45,0,73
73,47,0,73
73,49,0,67
67,49,0,67
67,47,0,59
59,50,0,57
57,48,0.16,60
60,54,0.24,59
59,45,0,59
59,51,0.12,59
59,44,0,60
60,43,0,61
61,43,0,65
65,46,0,59
59,49,0,59
59,44,0,60
60,44,0,65
65,52,0,71
71,49,0,63
63,45,0,63
63,43,0,63
63,49,0,62
62,48,0,59
59,48,0.04,65
65,43,0,63
63,43,0,56
56,49,0.05,55
55,44,0.05,56
56,43,0,53
53,46,1.16,55
55,45,0.16,60
60,47,0,60
60,42,0,61
61,48,0,63
63,51,0,70
70,48,0,60
60,47,0,58
58,51,0.1,53
53,46,0.27,65
65,43,0,66
66,45,0,63
63,48,0,59
59,44,0,58
58,44,0,61
61,43,0,62
62,45,0,63
63,47,0,73
73,46,0,72
72,48,0,62
62,49,0,60
60,49,0,65
65,49,0,58
58,50,0,61
61,53,0.06,62
62,46,0,63
63,47,0,64
64,51,0,72
72,48,0,63
63,52,0,69
69,48,0,69
69,49,0,63
63,49,0,70
70,48,0,74
74,49,0,79
79,55,0,61
61,49,0,65
65,45,0,70
70,46,0,77
77,50,0,69
69,50,0,67
67,55,0.02,64
64,51,0,60
60,52,0,69
69,53,0,67
67,57,0,70
70,56,0.02,65
65,57,0.23,68
68,55,0,64
64,54,0.04,64
64,50,0,60
60,51,0,60
60,45,0,61
61,49,0.16,66
66,51,0.19,59
59,47,0,62
62,52,0.03,58
58,52,0.29,64
64,52,0,61
61,50,0,64
64,54,0,65
65,48,0,61
61,52,0,64
64,49,0,59
59,51,0.16,68
68,54,0.01,64
64,54,0,61
61,53,0,60
60,55,0,64
64,54,0,63
63,54,0,67
67,56,0,67
67,55,0.01,65
65,48,0,67
67,50,0,67
67,54,0,74
74,52,0,70
70,55,0,65
65,55,0,70
70,52,0,68
68,54,0,75
75,57,0,78
78,58,0,72
72,58,0,68
68,58,0,62
62,55,0,62
62,56,0,66
66,57,0,65
65,56,0,61
61,55,0,62
62,55,0,64
64,56,0,64
64,54,0,65
65,55,0,64
64,57,0,60
60,55,0,58
58,54,0,70
70,55,0,81
81,59,0,77
77,57,0,69
69,55,0,74
74,56,0,76
76,56,0,69
69,56,0,69
69,56,0,68
68,57,0,68
68,58,0,75
75,59,0,71
71,59,0,68
68,57,0.07,67
67,57,0,64
64,56,0,71
71,55,0,74
74,55,0,69
69,55,0,68
68,57,0,64
64,56,0,73
73,57,0,74
74,56,0,71
71,56,0,70
70,57,0,69
69,56,0,73
73,55,0,74
74,55,0,71
71,57,0,67
67,57,0,71
71,58,0,74
74,57,0,70
70,57,0,70
70,58,0,64
64,56,0,66
66,56,0,68
68,58,0,75
75,54,0,72
72,55,0,72
72,56,0,91
91,58,0,95
95,63,0,84
84,62,0,81
81,62,0,72
72,61,0,72
72,61,0,71
71,60,0,66
66,58,0,69
69,59,0,72
72,61,0,68
68,59,0,66
66,58,0,69
69,58,0,69
69,59,0,69
69,59,0,71
71,60,0,72
72,61,0,73
73,59,0,70
70,58,0,72
72,59,0,71
71,62,0,67
67,60,0,68
68,59,0,72
72,58,0,75
75,55,0,73
73,58,0,75
75,64,0,76
76,60,0.02,73
73,60,0,77
77,59,0,82
82,61,0,90
90,64,0,76
76,61,0,73
73,58,0,71
71,58,0,67
67,58,0,75
75,59,0,77
77,62,0,76
76,59,0,84
84,58,0,77
77,58,0,76
76,56,0,67
67,56,0,69
69,58,0,68
68,59,0,72
72,59,0,71
71,59,0,70
70,61,0,66
66,59,0,65
65,59,0.01,73
73,61,0,75
75,60,0.01,72
72,62,0.48,72
72,61,0,74
74,57,0,73
73,54,0,72
72,56,0,70
70,59,0,76
76,55,0,74
74,61,0,74
74,62,0,73
73,65,0.05,68
68,59,0.01,75
75,56,0,77
77,52,0,78
78,54,0,75
75,56,0,67
67,56,0,64
64,57,0,69
69,57,0,75
75,55,0,70
70,55,0,68
68,56,0,78
78,54,0,75
75,52,0,80
80,54,0,84
84,54,0,74
74,53,0,69
69,53,0,66
66,57,0,66
66,58,0,63
63,55,0,62
62,56,0,62
62,56,0,66
66,50,0,73
73,51,0,67
67,55,0,74
74,57,0,71
71,60,0,66
66,56,0,64
64,57,0,67
67,57,0.22,65
65,56,0.06,66
66,54,0,66
66,48,0,67
67,51,0,66
66,54,0,61
61,50,0,63
63,52,0.25,62
62,52,0.21,70
70,50,0,66
66,46,0,65
65,49,0,67
67,43,0,67
67,50,0,70
70,54,0,65
65,52,0,62
62,47,0,62
62,46,0,67
67,45,0,71
71,47,0,72
72,49,0,60
60,46,0,54
54,38,0,55
55,43,0.03,59
59,50,1.48,61
61,49,0,60
60,44,0,61
61,47,0,63
63,49,0,63
63,50,0,60
60,53,0,63
63,52,0,70
70,48,0,67
67,51,0,59
59,48,0,58
58,46,0,60
60,53,0,61
61,48,0,59
59,53,0,61
61,51,0,59
59,51,0.01,61
61,45,0,58
58,43,0,58
58,45,0,60
60,49,0.1,57
57,48,0,60
60,48,0,60
60,51,0.76,60
60,49,0.1,59
59,49,0.19,58
58,45,0.85,56
56,45,0,57
57,45,0,56
56,48,0,63
63,53,0.79,61
61,53,0.5,63
63,51,0.01,59
59,45,0,58
58,54,0.1,57
57,51,0.1,62
62,53,0.07,60
60,55,0.21,57
57,53,0.05,57
57,47,0.04,56
56,44,0,54
54,48,0.07,56
56,50,0.12,62
62,52,0,60
60,52,1.27,60
60,54,0.39,60
60,52,0,62
62,48,0,63
63,54,0.08,62
62,53,0.67,61
61,52,0,61
61,50,0,57
57,52,0.45,60
60,51,0.78,58
58,51,1.29,57
57,51,0.43,60
60,54,0.85,62
62,52,0.23,56
56,50,0.55,58
58,50,0.06,60
60,46,0,60
60,51,0,58
58,44,0,61
61,42,0,58
58,45,0,57
57,42,0,61
61,40,0,63
63,42,0,63
63,45,0,61
61,45,0,52
52,44,0,57
57,47,0,57
57,47,0,60
60,52,0,63
63,46,0,59
59,50,0.03,61
61,56,0.3,61
61,55,0.56,61
61,54,0.96,57
57,50,1,56
56,49,0,55
55,47,0,54
54,42,0.01,56
56,48,0.57,57
57,48,0.31,57
57,46,0,57
57,47,0.03,54
54,46,0.01,58
58,50,0,59
59,49,0,59
59,49,0,63
63,49,0,61
61,48,0.01,63
63,46,0,60
60,48,0.01,56
56,54,0,59
59,55,0,57
57,51,0.01,59
59,46,0,65
65,50,0,61
61,56,0.14,60
60,56,0.7,62
62,56,0.53,62
62,56,0.32,61
61,55,0.23,62
62,55,0,66
66,51,0,60
60,54,1.73,61
61,54,0.07,60
60,50,0,59
59,50,0.02,61
61,48,0,61
61,47,0,65
65,50,0,67
67,47,0,76
76,51,0,77
77,55,0,72
72,60,0,69
69,55,0,69
69,54,0,65
65,57,0.61,66
66,55,0.02,64
64,56,0.02,66
66,49,0,69
69,48,0,66
66,55,0,63
63,55,0,61
61,54,0,60
60,54,0.02,63
63,56,0.04,60
60,56,0.92,60
60,53,0.22,60
60,48,0,63
63,51,0.45,60
60,50,0.08,60
60,49,0,58
58,47,1.1,59
59,44,0,74
74,47,0,77
77,50,0,70
70,54,0,67
67,55,0,66
66,55,0,63
63,56,0,62
62,56,0,58
58,51,1.07,60
60,47,0.31,63
63,48,0,65
65,47,0,65
65,55,0,61
61,52,0.05,63
63,44,0,64
64,44,0,67
67,52,0,62
62,57,0.24,65
65,56,0.02,66
66,54,0.2,64
64,57,0,65
65,53,0,65
65,54,0,63
63,55,0,69
69,51,0,72
72,53,0,68
68,55,0,68
68,53,0,73
73,53,0,78
78,57,0,76
76,53,0,78
78,56,0,62
62,52,0,61
61,53,0,66
66,54,0,76
76,53,0,79
79,59,0,70
70,56,0,66
66,56,0,75
75,51,0,86
86,60,0,82
82,58,0,82
82,58,0,65
65,54,0,62
62,56,0,64
64,54,0,61
61,53,0,62
62,53,0,65
65,47,0,66
66,54,0,72
72,55,0,73
73,56,0,85
85,58,0,90
90,58,0,75
75,58,0,71
71,58,0,68
68,58,0,67
67,56,0,70
70,55,0,71
71,55,0,79
79,55,0,71
71,55,0,71
71,56,0,70
70,57,0,67
67,57,0,72
72,55,0,70
70,58,0,69
69,57,0,69
69,55,0,70
70,55,0,76
76,54,0,71
71,55,0,67
67,58,0,67
67,55,0,63
63,56,0,68
68,57,0,65
65,57,0,67
67,57,0,67
67,57,0,71
71,55,0,70
70,56,0,67
67,59,0,70
70,60,0,72
72,60,0,69
69,58,0,70
70,60,0,67
67,58,0,74
74,57,0,72
72,55,0,71
71,56,0,70
70,56,0,70
70,57,0,76
76,56,0,69
69,57,0,67
67,57,0,64
64,57,0,66
66,56,0,79
79,55,0,75
75,57,0,67
67,57,0,80
80,57,0,80
80,59,0,74
74,57,0,70
70,56,0,68
68,55,0,72
72,55,0,70
70,56,0,68
68,57,0,72
72,56,0,70
70,58,0,70
70,59,0,65
65,57,0,67
67,56,0,66
66,55,0,71
71,55,0,72
72,55,0,69
69,56,0,67
67,55,0,68
68,55,0,73
73,57,0,82
82,58,0,79
79,59,0,77
77,59,0,73
73,57,0,71
71,58,0,68
68,57,0,68
68,57,0,72
72,58,0,72
72,59,0,80
80,58,0,72
72,56,0,69
69,60,0,77
77,58,0,84
84,57,0,74
74,57,0,73
73,58,0,68
68,57,0,71
71,55,0,70
70,59,0,75
75,60,0,75
75,63,0,68
68,58,0,74
74,58,0,75
75,58,0,70
70,58,0,70
70,59,0,74
74,57,0,86
86,60,0,75
75,61,0,75
75,62,0,78
78,61,0,73
73,58,0,70
70,60,0,71
71,59,0,74
74,56,0,69
69,59,0.19,73
73,61,0,75
75,59,0,80
80,59,0,70
70,56,0,76
76,59,0,77
77,58,0,77
77,57,0,72
72,55,0,70
70,54,0,81
81,56,0,77
77,50,0,72
72,51,0,83
83,55,0,90
90,57,0,93
93,59,0,85
85,60,0,71
71,57,0,71
71,59,0,81
81,56,0,89
89,59,0,77
77,57,0,80
80,56,0,88
88,58,0,80
80,56,0,70
70,54,0,63
63,55,0,64
64,56,0,75
75,57,0,68
68,50,0,66
66,57,0,77
77,50,0,84
84,53,0,82
82,54,0,83
83,57,0,73
73,58,0,67
67,58,0,61
61,58,0,67
67,56,0,62
62,57,0,59
59,56,0,66
66,57,0,66
66,55,0,75
75,54,0,80
80,50,0,76
76,47,0,66
66,54,0,66
66,54,0,61
61,51,0,63
63,52,0,68
68,48,0,71
71,43,0,63
63,52,0,64
64,50,0,61
61,47,0,69
69,49,0,64
64,44,0,66
66,52,0,73
73,44,0,75
75,46,0,78
78,49,0,63
63,45,0,60
60,43,0,55
55,44,0,55
55,42,0.18,53
53,42,0.05,56
56,40,0,57
57,38,0,57
57,48,0,59
59,41,0,57
57,51,0,57
57,50,0.38,57
57,52,0.84,58
58,50,0.2,57
57,48,0.09,62
62,45,0,60
60,41,0,56
56,43,0,57
57,44,0,55
55,42,0,59
59,41,0,57
57,49,0,56
56,51,0.02,60
60,50,0.16,58
58,43,0,57
57,37,0,56
56,39,0,59
59,46,0,52
52,40,0,50
50,34,0,48
48,34,0,48
48,38,0,52
52,36,0,54
54,40,0,59
59,46,0,56
56,43,0,58
58,37,0,62
62,36,0,54
54,36,0,52
52,46,0.19,50
50,43,0.11,50
50,36,0,52
52,32,0,50
50,33,0,54
54,33,0,51
51,35,0,52
52,39,0,47
47,38,0,50
50,37,0,48
48,41,0,52
52,37,0,50
50,36,0,50
50,30,0,52
52,34,0,56
56,35,0,52
52,42,0,53
53,42,0.1,58
58,48,0.02,56
56,45,0.03,56
56,43,0,54
54,48,0.36,55
55,51,1.14,57
57,51,0.18,57
57,47,0.89,57
57,53,1.08,57
57,47,0,57
57,45,0,57
57,49,1.49,56
56,49,1.18,57
57,43,0,52
52,38,0.1,55
55,45,0,56
56,38,0,54
54,40,0,57
57,43,0,55
55,45,0,50
50,43,0,53
53,45,0,54
54,39,0,54
54,40,0,55
55,40,0,53
53,38,0,49
49,36,0,48
48,41,0.08,50
50,38,0,50
50,38,0,55
55,38,0,54
54,34,0,58
58,36,0,57
57,38,0,58
58,44,0,57
57,46,0,55
55,40,0,62
62,42,0,57
57,48,0,60
60,49,0,61
61,53,0,57
57,52,1.22,56
56,45,0.05,58
58,43,0.02,57
57,48,0.41,57
57,42,0,55
55,48,0.32,57
57,48,0.07,54
54,50,0.8,56
